item_id,item,label
'575773461672390658',un says DD confirmed killed in vanuatu cyclone port vila march DD reuters twenty four people are httpAddress httpAddress,Affected individuals
'575773572662235136',rt usrId amazing photos of a pacific island nation just devastated by a monster cyclone httpAddress httpAddress,Affected individuals
'575773631583756288',vanuatu vanuatu cyclone pam echo daily flash DD march 2015 source european commission humanitarian aid dep httpAddress,Not related or irrelevant
'575773640832118784',rt usrId tragedy in #vanuatu where #cyclonepam struck populated areas at DD km an hour ; sea surges reported at up to D meters h,Not related or irrelevant
'575773640936984576',rt usrId remember cyclone fans iowa state is a great finisher with five straight comeback httpAddress,Not related or irrelevant
'575773641012445184',tropical cyclone #pam category five cyclone slammed directly into vanuatu httpAddress httpAddress summed up on usrId httpAddress,Other Useful Information
'575773642019090432',mt usrId #vanuatu #cyclonepam DD reports usrId httpAddress httpAddress un led ops platform httpAddress httpAddress,Other Useful Information
'575773774621995008',i m rich as a bitch with a smart httpAddress like martin do pam bitch get out !,Not related or irrelevant
'575773859367944192',at D with simon the rescue effort on vanuatu s remote pacific islands httpAddress,Other Useful Information
'575773910416781312',rt usrId httpAddress #vanuatu vanuatu like a bomb s gone off cyclone hits vanuatu dead on news arizona u http,Other Useful Information
'575773931992408064',jim and pam are relationship goals af,Not related or irrelevant
'575773972882583552',rt usrId usrId this is a long shot but looking to get D containers to #tanna island #vanuatu of building materials for,Other Useful Information
'575774027458953216',#happybirthdayhector #follow cyclone nathan threat for nt the daily telegraph httpAddress,Other Useful Information
'575774239128690691',usrId another D weeks to wait for my #nhs appointment to see a httpAddress wish i could have #privatecare disgusting pam,Not related or irrelevant
'575774295818919936',ufc bristol palin michigan state basketball pi cinderella DD friday the 13th vanuatu kenny httpAddress httpAddress,Not related or irrelevant
'575774340043534336',cyclone devastates vanuatu sydney march DD one of the pacific ocean s most powerful ever storms httpAddress httpAddress,Infrastructure and utilities
'575774349208207361',rt usrId vanuatu red cross sending water kits from french red cross to tanna local led response #tcpam #ifrcpacific httpAddress,Donations and volunteering
'575774605341630465',fiji military helps prepare for cyclone pam radio new zealand httpAddress #fiji,Other Useful Information
'575774607325675522',rt usrId as per #uae president s directives #uae to send urgent humanitarian aid to pacific islands hit by #cyclonepam,Donations and volunteering
'575774651470712833',signs cyclone pam was haarped for vanuatu disaster capitalism httpAddress,Other Useful Information
'575774665530023937',i m such a dorky httpAddress i know it s httpAddress this season is jim and pam s version of delena s season three i m httpAddress #theoffice #3x15,Not related or irrelevant
'575775039829581825',rt usrId cyclone nathan strengthens with hot towers as it heads towards queensland httpAddress httpAddress,Other Useful Information
'575775053058453504',rt usrId great to see smiling kids faces on aniwa island #vanuatu as they receive food after httpAddress httpAddress,Donations and volunteering
'575775065440055296',rt usrId were busily preparing for the worst as cat D or D #cyclonepam heads our httpAddress says our vanuatu country director t,Other Useful Information
'575775147816194048',foreign affairs department estimates DD canadians were in path of cyclone pam httpAddress,Affected individuals
'575775173758025728',rt usrId while death toll is not great in wake of #cyclonepam yet #vanuatu destroyed food amp ; water capabilities help is needed,Donations and volunteering
'575775248970162176',#fao #livestock vanuatu early reports suggest vast majority of crops destroyed httpAddress,Infrastructure and utilities
'575775647135563776',rt usrId #vanuatu agrees ! too many political leaders are ignoring a growing environmental httpAddress usrId httpAddress #,Other Useful Information
'575775710008250368',cyclone pam vanuatu a scene of destruction after south pacific storm cyclone pam vanuatu a scene of httpAddress httpAddress,Infrastructure and utilities
'575775721190092800',vanuatu vanuatu cyclone pam hygiene kits needs delivered for delivery and gaps malampa as of DD mar 201 httpAddress,Donations and volunteering
'575775751078682624',google news islanders flee from cyclone nathan s wrath the australian herald sun httpAddress,Not related or irrelevant
'575775803100774400',today s asia brief cyclone pam india nun gang raped and abe on comfort women httpAddress,Other Useful Information
'575775816451297280',rt usrId #cyclonepam has hit vanuatu with devastating httpAddress we now need your help to reach communities affected httpAddress,Donations and volunteering
'575775871648284674',rt usrId aid finally arrives in devastated #vanuatu httpAddress #cyclonepam httpAddress,Donations and volunteering
'575775892926042113',httpAddress cyclone olwyn aboriginal people denied access to cyclone shelter httpAddress what ?? not a good lifestyle choice ??,Other Useful Information
'575775920268689409',rt usrId the foreign minister julie bishop is speaking to the media following the pacific storm #cyclonepam watch httpAddress,Other Useful Information
'575775973506863104',rt usrId httpAddress in central httpAddress raining and a bit windy but nothing httpAddress #tcpam usrId httpAddress,Other Useful Information
'575776071364317185',rt usrId #cyclone #pam after #vanuatu emergency aid from italy to #tuvalu #sids httpAddress httpAddress,Donations and volunteering
'575776071674560512',httpAddress army specialist charged for conspiracy to receive bribes while serving in #afghanistan httpAddress,Not related or irrelevant
'575776074212073472',more than 100 00 people are likely homeless after the pacific country of vanuatu was hit by a powerful httpAddress,Affected individuals
'575776206181691392',rt usrId cyberark pam pure play big gorilla with the most revenue amp ; largest customer base says usrId marketscape httpAddress,Not related or irrelevant
'575776257289371649',usrId but hey this is africa and those things happen aniwa,Not related or irrelevant
'575776345994760192',rt usrId support #vanuatu amp ; download the incredible #watermusic film for only 5 to assist in disaster recovery #worldwaterday htt,Donations and volunteering
'575776377384800256',rt usrId tropical cyclone pam one of the strongest storms seen in the south pacific in years is churning towards the country of v,Other Useful Information
'575776379180052480',nonprofit news vanuatu president appeals for international assistance at world conference on disaster risk httpAddress,Donations and volunteering
'575776395982405633',usrId pretty cool are not words that should be used when referring to a cyclone that has caused total httpAddress,Other Useful Information
'575776436595773440',pam is such a httpAddress #archer,Other Useful Information
'575776534499209217',un says DD confirmed killed in vanuatu cyclone httpAddress,Affected individuals
'575776746487836672',rt usrId so pacific ocean full update rapidscat eyes ex tropical cyclone pam s winds near chatham island a httpAddress httpAddress,Other Useful Information
'575776765399838721',watch now cyclone 1978 full movie in hd at httpAddress #myexin5words #movie #film #classic httpAddress,Other Useful Information
'575776883322675201',rt usrId looking for my pam at my httpAddress found her,Other Useful Information
'575776946941882368',rt usrId it was DD to DD minutes of absolute terror #cyclonepam httpAddress #vanuatu,Other Useful Information
'575777073089875969',please consider donating to care and save the httpAddress they do yeoman s work httpAddress #tcpam #vanuatu,Donations and volunteering
'575777082548092929',i fucking can t with how cute pam and jim are im gonna kick the wall,Not related or irrelevant
'575777137950593024',usrId usrId by the person who found it . mad pam gellar,Affected individuals
'575777142576828416',i could be in my apartment in #canberra right now inhaling a usrId not waiting for a category five tropical cyclone to httpAddress #tcpam,Not related or irrelevant
'575777178987593729',poverty priority index #data for #vanuatu #cyclonepam usrId using new #geodata preview httpAddress httpAddress,Other Useful Information
'575777231684816896',rt usrId pm i ve just spoken to usrId to discuss ongoing aid efforts in #vanuatu and to offer uk support following the de,Donations and volunteering
'575777285300576256',#despair #character vanuatu president s despair at cyclone pam damage vanuatu s httpAddress httpAddress httpAddress,Infrastructure and utilities
'575777307807379456',vanuatu leader says deadly cyclone wiped out development on south pacific island video deadly cyclone carves path of destruction,Infrastructure and utilities
'575777597654700033',i just out my docs laptop and signed the DD cd in a bag just incase the cyclone some how got real bad priorities,Not related or irrelevant
'575777650565906432',next 2 woodside shuts in pluto lng after cyclone sets rig adrift httpAddress,Other Useful Information
'575777730052009984',rt usrId i want a jim and pam httpAddress it s so httpAddress,Not related or irrelevant
'575777732052717568',usrId usrId usrId usrId usrId usrId its nicky cyclone nathan,Not related or irrelevant
'575777821307461633',rt usrId are you and your organisation planning to support the #vanuatu response ? this #map may be of help ! #cyclonepam #tcpam http,Donations and volunteering
'575777903226548225',rt usrId united nations ap un humanitarian office says DD dead and 3 300 people displaced in vanuatu by cyclone httpAddress,Affected individuals
'575777911594090497',cyclone pam kiwi volunteers missing in vanuatu new zealand herald the atlanticcyclone pam kiwi httpAddress httpAddress,Affected individuals
'575777941667364865',rt usrId vanuaturc people feeling httpAddress emotion of #tcpam seeking comfort from family friends neighbors starting to salvage,Sympathy and support
'575778013591257090',usrId prayers for all the folks in the path of this cyclone,Sympathy and support
'575778084219125760',rt usrId photos devastation in vanuatu from cyclone pam httpAddress,Infrastructure and utilities
'575778154758807553',rt usrId find out the latest on usrId support to #vanuatu govt food distributions after #cyclonepam httpAddress httpAddress,Donations and volunteering
'575778191266156544',crocker starr ! who s jealous that s right that s pam starr herself,Not related or irrelevant
'575778252892979201',israeli organization sends emergency crew to vanuatu after cyclone httpAddress,Donations and volunteering
'575778255636033536',vanuatu needs the return of john httpAddress #vanuatu #cyclonepam #tcpam,Other Useful Information
'575778282840309760',ocean race to resume on wednesday after cyclone httpAddress,Not related or irrelevant
'575778283813408768',the people survived vanuatu says death toll won t jump by reuters via nyt httpAddress,Other Useful Information
'575778297184841728',new ! ! cyclone rx playstation joystick gamepad adapter for httpAddress httpAddress,Not related or irrelevant
'575778311516766209',rt usrId pm i ve just called usrId about httpAddress thanked him for helping british people there amp ; agreed to work together to,Donations and volunteering
'575778465397407744',starlets pam DD northern soul DD better tell him no vg clean httpAddress httpAddress,Affected individuals
'575778488482938880',rt usrId martin always slaying pam 2 2 #martin,Not related or irrelevant
'575778626785902592',rt usrId boys standing near their ruined neighborhood flooded after river prima flooded its banks in cyclone pam #vanuatu httpAddress,Infrastructure and utilities
'575778644771012608',cooking with pam httpAddress assemblywoman raises campaign cash with culinary .. httpAddress httpAddress,Donations and volunteering
'575778676568010752',rt usrId our thoughts amp ; prayers are httpAddress the people of vanuatu in the wake of httpAddress we will be there for them as the focus,Sympathy and support
'575778689432031232',video mega swells from #tcpam at mt maunganui it s just incredible to watch httpAddress,Other Useful Information
'575778712420909056',rescue workers begin relief and clean up operation in vanuatu following #cyclonepam httpAddress httpAddress,Donations and volunteering
'575778712630599680',tropical cyclone pam death toll may rise after worst natural disaster in living .. abc online httpAddress,Affected individuals
'575778713280753664',uff !! it caught ; vanuatu president speaks of devastation from cyclone pam washington post httpAddress httpAddress #gossip,Other Useful Information
'575778727642058752',rt usrId #update unicef new zealand said cyclone pam could have devastating results for thousands across the region httpAddress,Affected individuals
'575778756570165248',hearing hands touching ad by httpAddress gt ; gt ; httpAddress timeline # #mindsetslnnz #vanuatu #terry pra httpAddress,Not related or irrelevant
'575778760999350272',rt usrId during #cyclonepam in vanuato the ocean rose as high as DD feet above normal levels httpAddress httpAddress,Other Useful Information
'575778781748559874',news update aid agencies begin flights to cyclone stricken vanuatu official toll lowered daily mail httpAddress,Donations and volunteering
'575778852405907459',rt usrId monster cyclone pam hits vanuatu whose president says climate crisis is the culprit httpAddress,Other Useful Information
'575778857619439616',rt usrId i want to have a relationship like pam and jim from the office,Not related or irrelevant
'575778883280236544',rt usrId cricket commentator comparing #guptill innings to the devastation of hurricane httpAddress not cool not cricket lives were lost,Other Useful Information
'575778899038240769',cyclone could affect windies quarter final chances the remnants of cyclone pam may play a part in httpAddress httpAddress,Other Useful Information
'575778951672524801',carnarvon plantations destroyed in cyclone httpAddress your pr here httpAddress,Infrastructure and utilities
'575779039597756416',new post zoe marshall spotted ; canberra teen volunteering in vanuatu seen by helicopter .. httpAddress,Donations and volunteering
'575779206564593664',rt usrId update #cyclone pam in pacific devastates #vanuatu ; at least eight dead httpAddress httpAddress,Affected individuals
'575779313494007808',rt usrId daily flash #vanuatu update forced evictions in #somalia landslides in peru population displacement in #syria httpAddress,Affected individuals
'575779325414371328',cyclone pam survivor i was afraid i didnt know if id face another day video httpAddress,Affected individuals
'575779430599032832',cyclone nathan hits northern territory as gale force winds lash arnhem land coast httpAddress,Other Useful Information
'575779455865585666',rt usrId vanuatu and tuvalu red cross teams are assessing and responding to the impact of severe tropical cyclone pam,Other Useful Information
'575779492343517184',rt usrId this just in cyclone #pam has hit #vanuatu see latest update here ! httpAddress,Other Useful Information
'575779549453008896',how you can help with vanuatu s disaster relief usrId httpAddress,Donations and volunteering
'575779571313831936',rotarians on stand by to sent water aid to vanuatu httpAddress,Donations and volunteering
'575779620328448000',rt usrId lawrence bahor 71 survived #cyclonepam in httpAddress please read his amazing story amp ; donate httpAddress httpAddress,Donations and volunteering
'575779712808718337',villagers hungry as cyclone destroys vanuatu httpAddress httpAddress,Infrastructure and utilities
'575779756416831488',rt usrId morning best newspoll result for abbott govt since sept foreign aid cyclone nathan weather watch ahead of nz v sa semi,Other Useful Information
'575779821453639680',rt usrId it s been a terrible few days for the pacific islands of httpAddress httpAddress,Other Useful Information
'575779988164644865',rt usrId httpAddress batten down the boat tramp and outdoor furniture here comes cyclone pam #cyclonepam DD http,Infrastructure and utilities
'575779992564461569',cyclone nathan moves away from coast as heavy rain continues,Other Useful Information
'575780038643216384',after the story what the cyclone did to vanuatu httpAddress,Other Useful Information
'575780050378842113',rt usrId calling for volunteers here in suva fiji please contact usrId we need help packing emergency supplies to send t,Donations and volunteering
'575780102543269888',hey usrId usrId pam g . of mn sez fast lanes hurt httpAddress support #netneutrality,Other Useful Information
'575780182814031873',i fell asleep at 10 30 last night bc pam told me to take a nap,Not related or irrelevant
'575780271028506624',rt usrId httpAddress c 17 flight httpAddress shelter kits amp ; solar lanterns is on its way to help victims of #cyclonepam #vanuatu h,Donations and volunteering
'575780353618677761',cyclone pam vanuatu death toll rises as australia pledges 5m in aid rolling report httpAddress,Affected individuals
'575780413513334785',rt usrId tuvalu has evacuated entire population of one island due to damage from cyclone pam #climate #lossanddamage httpAddress,Affected individuals
'575780430818861057',#tweetmybrands cyclone pam vanuatu death toll hits DD as 3 300 people displaced httpAddress #branding httpAddress,Affected individuals
'575780544883003394',rt usrId category D cyclone pam pummels vanuatu httpAddress,Other Useful Information
'575780727624597504',thinking of the people in #vanuatu its just awfull 4xx,Sympathy and support
'575780728480333824',rt usrId new video shows destruction from cyclone pam in vanuatu httpAddress httpAddress,Infrastructure and utilities
'575780730137018368',rt usrId the president of vanuatu is confident his people will stand together to rebuild the httpAddress #9news,Other Useful Information
'575780822537494528',vanuatu aid effort kicks in after cyclone httpAddress via usrId,Donations and volunteering
'575780822545883137',vanuatu govt still saying cyclone pam death toll at 11 the vanuatu government has moved to clarify its httpAddress httpAddress,Affected individuals
'575780981581316098',rt usrId reports from the solomon islands that cyclone #pam has destroyed crops and people s livelihoods some sheltering in caves usrId,Infrastructure and utilities
'575781003102302208',the un s preparing to send emergency response teams to the south pacific s vanuatu islands after a cyclone httpAddress,Donations and volunteering
'575781041123753986',rt usrId tropical cyclone pam gives nasa an eye opening view #science httpAddress httpAddress,Other Useful Information
'575781047259959296',i got pam ! as if there would be another possibility which lady from the office are you ? httpAddress via usrId,Not related or irrelevant
'575781047436079104',rt usrId vanuatu usrId usrId usrId thoughts with all our great friends in vanuatu at this difficult time h,Not related or irrelevant
'575781125743853568',there s honestly just my friends to go windsurfing during a cyclone category D,Not related or irrelevant
'575781142353195008',usrId cyclone pam bears down on new zealand httpAddress httpAddress around my 5th cyclone since i ve been here !,Other Useful Information
'575781168110432256',rt usrId well if this cyclone hits # cairns on friday then that means no weekend away httpAddress if your in #townsville make sure yo,Other Useful Information
'575781218836291584',abc onlinetropical cyclone pam vanuatu s government criticises aid groups over poor httpAddress onlinevanuatu s httpAddress httpAddress,Other Useful Information
'575781221244006400',put #women s leadership at the forefront of #cyclonepam #disaster response httpAddress,Other Useful Information
'575781267423145985',pam tillis maybe it was memphis httpAddress #nowplaying #listenlive,Not related or irrelevant
'575781383005732864',rt usrId all colours of the political spectrum defying cube pam at #wiaholi httpAddress,Not related or irrelevant
'575781477029429248',australian sends aid to cyclone ravaged #vanuatu httpAddress via usrId #auspol,Donations and volunteering
'575781534575255552',rt usrId wfp mobilizes experts in #food assistance logistics amp ; telecoms for #cyclonepam response httpAddress httpAddress,Not related or irrelevant
'575781671179456512',rt usrId pls rt . due to weather #pam #theeagles will be on stage at 6pm httpAddress transport info httpAddress lca,Other Useful Information
'575781782731128832',huge cyclone bears down on tiny nation of vanuatu home to less than 300k people islands between australia and hawaii are about to httpAddress,Affected individuals
'575781873273597952',#cyclonepam cyclone pam cyclone httpAddress australian news edition facebook httpAddress,Other Useful Information
'575781975190962176',rt usrId httpAddress pair seek help to ship donations to vanuatu #vanuatu DD httpAddress,Donations and volunteering
'575782021357699074',top story unbelievable destruction reported in tropical cyclone pam s wake httpAddress see more httpAddress,Infrastructure and utilities
'575782063153926144',rt usrId more than 60 00 children in #vanuatu are in mortal httpAddress they need our help httpAddress #cyclonepam httpAddress,Other Useful Information
'575782138810736640',rt usrId #vanuatu around 4 00 children vaccinated against httpAddress latest update httpAddress usrId #tcpam httpAddress,Donations and volunteering
'575782214505357312',rt usrId #vanuatu cd tom skirrow comms are down across much of the httpAddress of the devastation unlikely to be known for sev,Other Useful Information
'575782241231618048',#vanuatu #tcpam you will rise stronger then httpAddress i know this !! httpAddress,Sympathy and support
'575782271149436931',rt usrId httpAddress vanuatu #vanuatu death toll rises to DD as vanuatu cleans up from cyclone pam update ne httpAddress,Not related or irrelevant
'575782288073486336',like cyclone nathan s growing strength over DD men gather at the pormpuraaw community garden a force to be reckoned httpAddress,Affected individuals
'575782292175478787',rt usrId some colour amidst #vanuatu devastation karina arranges flowers for evac centre after #tcpam devastated her village http,Infrastructure and utilities
'575782298488074241',tropical cyclone olwyn hits australias west coast sydney march 13 . httpAddress tropical cyclone olwyn has hit httpAddress httpAddress,Other Useful Information
'575782328959631360',rt usrId in #vanuatu with your help we can get health care to the most httpAddress #cyclonepam httpAddress httpAddress,Donations and volunteering
'575782333254533120',rt usrId the numbers you need to know on #cyclonepam httpAddress httpAddress #vanuatu #tcpam via usrId,Other Useful Information
'575782344163913728',as a cyclone httpAddress today wasn t the httpAddress as a basketball httpAddress reminded several times why i love this time of httpAddress #marchmadness,Affected individuals
'575782416972836864',rt usrId australia avoids worst of cyclone nathan,Other Useful Information
'575782563958013952',rt usrId the hot community is mapping the vanuatu httpAddress new guides how to get involved httpAddress #vanuatu #cyclonepam,Not related or irrelevant
'575782647193980929',food security an issue for #vanuatu after #cyclonepam httpAddress #foodsecurity #disasterrelief,Donations and volunteering
'575782784507199490',rt usrId powerful images from vanuatu after #cyclonepam amp ; the long process of rebuilding httpAddress usrId httpAddress,Infrastructure and utilities
'575782879227043841',rt usrId our thoughts and prayers are with all our friends and family around the pacific and in vanuatu httpAddress #cyclonepam,Sympathy and support
'575782880929931264',red cross unbelievable destruction in port vila vanuatu from tropical cyclone httpAddress via usrId,Infrastructure and utilities
'575782898533408768',usrId is there an issue pam bam,Not related or irrelevant
'575783038723997696',rt usrId follow progress of cyclone #nathan in rainfall radar loop httpAddress httpAddress,Other Useful Information
'575783057984106496',alum time ! this sweet boy fred formerly winnie the pooh was adopted back in httpAddress thanks pam osborne for httpAddress httpAddress,Not related or irrelevant
'575783084139769857',amp ; #xbb ; cyclone pam #cyclonepam cyclone pam amp ; #039 ; sounds like a freight train amp ; #039 ; DD httpAddress,Sympathy and support
'575783088564867072',rt usrId humanitarian needs will be httpAddress many people have lost their httpAddress shelter food and water urgent httpAddress #cyclone,Infrastructure and utilities
'575783133209038848',cyclone pam has hit new zealand and its super windy and httpAddress,Other Useful Information
'575783428693606402',the pam perry pr coach daily is out ! httpAddress stories via usrId,Not related or irrelevant
'575783560986030080',unrepentant pam smart wants less prison time httpAddress,Not related or irrelevant
'575783732872933376',rt usrId latest update from bom on category D tropical cyclone nathan #tcnathan httpAddress httpAddress,Other Useful Information
'575783749503188992',cue pam grier s long time woman nintey nine years is a long long time well look at me i ll never be free i m a long time woman,Not related or irrelevant
'575783804909981696',kc hilites DD cyclone ; led accessory light httpAddress httpAddress,Not related or irrelevant
'575783808361852928',rt usrId power and water finally restored in carnarvon D days after tropical cyclone olwyn ripped through town httpAddress,Other Useful Information
'575783911902593024',rt usrId httpAddress cyclone nathan adam giles urges darwin to prepare goulburn island #adamgiles DD,Sympathy and support
'575783975408435200',httpAddress o no hopefully there is no #cyclone next week ! not such a bad reason to delay kicking off a club !,Not related or irrelevant
'575784055838412800',rt usrId with vanuatu so badly hit we can put pressure on nz govt to assist donate to red cross or unicef get emergency kit in since he,Donations and volunteering
'575784080605847553',rt usrId taskforce repairing hospitals and schools in #portvila return home to sydney #cyclonepam httpAddress httpAddress,Infrastructure and utilities
'575784100797247489',#pumpupbiodiesel on #gsbiofuels cyclone pam and climate change are the pacific islands ready ? httpAddress,Other Useful Information
'575784130371158016',rt usrId usrId ty pam agree,Not related or irrelevant
'575784134641086465',rt usrId vanuatu reeling after cyclone pam unleashed its fury on tiny island httpAddress usrId httpAddress #9news httpAddress,Other Useful Information
'575784199497519104',text pam to DD donate 3 to usrId usrId #vanuatu httpAddress,Donations and volunteering
'575784238533976065',httpAddress #au cyclone nathan cyclone ready northern territory town of nhulunbuy hit harder .. abc online,Other Useful Information
'575784287724781568',vanuatu vanuatu cyclone pam shefa 3w education as of DD march 2015 source mapaction country vanuatu httpAddress,Other Useful Information
'575784307878293504',must read gt ; httpAddress jual mesin foto copy canon ir 2535 socasunda vanuatu,Not related or irrelevant
'575784333606154240',rt usrId rt usrId high res viirs image of cyclone olywn s landfall in httpAddress httpAddress,Other Useful Information
'575784404578091008',unrepentant pam smart wants less prison time pam smart was convicted of conspiring with her 15 year old httpAddress httpAddress,Not related or irrelevant
'575784553517707264',usrId when one cyclone goes to war we all go to httpAddress we stand united and will come back stronger httpAddress thanks for the great season,Not related or irrelevant
'575784572870336513',rt usrId wish i was pam beesly,Not related or irrelevant
'575784608375177216',rt usrId on this sabbath please keep #vanuatu in your httpAddress if you are able to pray with your church congregation we would love t,Sympathy and support
'575784635424182272',first up pam hendrickson from riverside companies,Not related or irrelevant
'575784635633827840',rt usrId #weneeddiversebooks i m donating 50 of my royalties for the next D weeks to vanuatu relief httpAddress httpAddress,Donations and volunteering
'575784636036554752',entire nation left homeless by #cyclonepam devastation in the #vanuatu islands unicef describe DD mins of terror httpAddress,Infrastructure and utilities
'575784844560572416',un DD dead in vanuatu after cyclone pam httpAddress via usrId,Affected individuals
'575784890186272768',rt usrId our prayers go out to our friends in httpAddress,Sympathy and support
'575784938970075137',that s how you cyclone through the second round #kubball #rockchalkjayhawk,Other Useful Information
'575784979365392385',drinking saltwater to stay httpAddress httpAddress #cyclonepam #vanuatu #climate,Other Useful Information
'575785108784816129',#rt monster storm roars over vanuatu relief workers anticipate enormous humanitarian needs as the first httpAddress httpAddress,Infrastructure and utilities
'575785145984135169',rt usrId abm launches #vanuatu httpAddress pray for all who are stranded or httpAddress find out more at httpAddress usrId,Sympathy and support
'575785162832769024',aljazeera aid workers meet widespread destruction in vanuatu relief supplies and teams begin arriving in .. httpAddress,Infrastructure and utilities
'575785264498479104',rt usrId julie bishop arrives in vanuatu to see how australia can help in wake of #tcpam httpAddress usrId #9newsat6 httpAddress,Donations and volunteering
'575785285302145026',rt usrId splash fm integrity race winner pam turns attention tookpekpe httpAddress,Not related or irrelevant
'575785292705062912',usrId on the way home can you take that swarm of cyclone locusts home with httpAddress,Not related or irrelevant
'575785318802153472',#vanuatu #climate change is a serious threat to the survival of sids says cta usrId httpAddress usrId usrId,Other Useful Information
'575785344739713024',sorry i haven t been tweeting guys i have been really busy 3 and there is a cyclone around so i m super scared,Not related or irrelevant
'575785372396843008',usrId stop hating on my mans 2 2 2 2 you swear you re pam,Not related or irrelevant
'575785393531940864',solomon airlines amp ; air niugini agree to assist their new melanesian aviation partner air vanuatu httpAddress,Not related or irrelevant
'575785437240778752',rt usrId all go in dfat crisis centre #vanuatu #canberra #cyclonepam httpAddress,Donations and volunteering
'575785472972091393',rt usrId rt and follow for the chance to win a copy of cyclone for steam or mobile !! #pinball #indiegamedev httpAddress,Not related or irrelevant
'575785532577345536',cyclone damages the island of vanuatu httpAddress,Infrastructure and utilities
'575785559592804352',un says DD dead in vanuatu after cyclone pam auckland new zealand ap relief workers tried .. httpAddress lt ; full story,Affected individuals
'575785572997861378',pam just told my dog to get off that cocain 2 b,Not related or irrelevant
'575785651607592961',rt usrId equatorial rossby forcing seems likely to induce tropical cyclone httpAddress impact to philippines days httpAddress httpAddress,Other Useful Information
'575785695249203200',really looking forward to playing for pam s big event usrId this coming saturday ! hope all #ffk fans can make it !,Not related or irrelevant
'575785762626605056',rt usrId q amp ; a pam muoz ryan httpAddress weneeddiversebooks q what does the we need diverse books httpAddress ht,Not related or irrelevant
'575785778539839488',#vanuatu #peacecorps volunteers are missing their families in #vanuatu and drawing pictures for the kids #tcpam httpAddress,Not related or irrelevant
'575785803609210881',rt usrId read the latest our disaster team on the way to help animals after #cyclonepam #vanuatu httpAddress httpAddress,Sympathy and support
'575786057012285440',#pele backs sepp blatter s bid for re election as #fifa president httpAddress,Not related or irrelevant
'575786139442802690',rt usrId when you pam af httpAddress,Not related or irrelevant
'575786328756854784',cyclone pam is it time for a category 6 cyclone rating ? httpAddress #zippednews httpAddress,Other Useful Information
'575786374193790977',#nasa sees tropical cyclone olwyn nearing landfall in #australia httpAddress usrId,Not related or irrelevant
'575786386004951040',rt usrId #vanuatu about 65 00 people left homeless by cyclone httpAddress more on the country httpAddress,Affected individuals
'575786452157526016',#cyclonepam #extensive destruction across #vanuatu #tuvalu #kiribati httpAddress,Infrastructure and utilities
'575786483186978816',rt usrId i must have missed abbott s statement on disaster in #vanuatu amp ; his commitment of httpAddress or was he too busy chowing down on raw,Sympathy and support
'575786495199551488',usrId ya wannafuckamilf pam is this urs ? o o usrId just teasing u httpAddress,Not related or irrelevant
'575786507073667072',rt usrId i am so proud to be an iowa state cyclone,Not related or irrelevant
'575786542817406976',race for good governance harris ismail and deborah pam wins 7th edition of splash fm ibadan integrity marathon race httpAddress,Not related or irrelevant
'575786559863025664',rt usrId as you are enjoying your friday night and weekend spare a thought for those currently on the islands of httpAddress http,Other Useful Information
'575786704650502144',rt usrId up to 75 00 children without adequate access to food water amp ; shelter in #vanuatu httpAddress #cyclonepam,Donations and volunteering
'575786763798499328',rt usrId pirnews president fears kiribati cant carry cost of natural disasters httpAddress #climatechange #cyclonepam,Other Useful Information
'575786787630616576',vanuatu islanders running out of food water after cyclone huffington post httpAddress #food,Infrastructure and utilities
'575786816403451904',post a picture of your favorite building or monument ! masterpiece neo amstrong cyclone jet amstrong . entah .. httpAddress,Not related or irrelevant
'575786827040309250',aid workers struggle with scale of vanuatu disasterdunya news tv,Donations and volunteering
'575786888176496640',current projected path of tropical cyclone httpAddress httpAddress,Other Useful Information
'575786936129875968',rt usrId #cyclonepam vanuatu s president blames #climatechange for extreme weather httpAddress via usrId,Other Useful Information
'575786962562371584',rt usrId aquamarine spring color by pam httpAddress #advertise #promote #business #socialmedia #jewelry #art,Not related or irrelevant
'575786973798903809',cyclone nathan could turn back to queensland coast #brisbane httpAddress,Other Useful Information
'575787071983382530',rt usrId #vanuatu president appeals for international help after cyclone pam httpAddress via httpAddress #tc,Donations and volunteering
'575787099930017793',if i was martin i woulda ran the threesome with pam and httpAddress,Not related or irrelevant
'575787142372184064',red cross says cyclone pam survivors need urgent help launches httpAddress million appeal the survivors of cyclone .. httpAddress,Donations and volunteering
'575787300086382592',#auspol #tonyabbott usrId vanuatu cyclone disaster high commissioner is dealing with there pm not abbott,Other Useful Information
'575787334962036736',rt usrId pam kulow and i at the ben davis senior choice httpAddress kudos to httpAddress ratz mrs . erdel httpAddress chiodo and mr. httpAddress htt,Not related or irrelevant
'575787338753773568',rt usrId aue the coast about to get httpAddress stay safe my cuzzies #cyclonepam,Donations and volunteering
'575787347696050176',cyclone delays leg start httpAddress,Infrastructure and utilities
'575787357753905152',rt usrId jim and pam are relationship goals httpAddress,Not related or irrelevant
'575787399659327489',in pictures cyclone pam hits vanuatu devastation in the pacific islands nation of vanuatu httpAddress,Infrastructure and utilities
'575787488188440576',dozens feared missing as cyclone pam devastates south pacific islands irish independent httpAddress,Affected individuals
'575787567980871683',rt usrId httpAddress flew into port vila today to see the work being done by australian httpAddress #tcpam #9news httpAddress,Not related or irrelevant
